latitude,longitude,elevation,slope,country,state,ore,gangue,dep_type,hrock_type,arock_type,ore_ctrl,commod1
40.7649,118.18252,338.0,15.751622,China,Hebei [Hopeh],,,,,,,Vanadium
26.89292,95.6752,1962.0,31.898481,Burma,,,,Placer,,,,"Platinum, Osmium, Iridium, Gold"
22.40858,94.918,83.0,2.005675,Burma,,,,Placer,,,,Platinum
23.96288,95.85992,210.0,5.0616612,Burma,,,,,,,,"Platinum, Iridium, Osmium, Gold"
23.99928,94.59995,147.0,12.51977,Burma,,"Gold, Iridosmine",,Placer,,,,"Platinum, Gold"
26.54434,96.66656,234.0,7.6579876,Burma,,,,Placer,,,,"Platinum, Gold"
25.38249,97.44987,144.0,1.383252,Burma,,,,Placer,,,,"Gold, Platinum"
25.39305,97.45737,139.0,1.0265715,Burma,,Gold,,Placer,Gravel,,,"Platinum, Gold"
36.99837,105.9996,1444.0,14.24113,China,,Chromite,,Placer,Sand and Gravel,,,Chromium
30.0488,102.03307,4226.0,39.60038,China,,Dunite,,Placer,Sand and Gravel,,,
30.06547,102.83304,860.0,18.38649,China,,,,Placer,Sand and Gravel,,,Gold
7.60892,80.70504,761.0,33.86885,Sri Lanka,,Thorianite,,Placer,,,,
19.34971,72.86719,4.0,3.0884705,India,,Bauxite,,,,,,Aluminum
22.79938,86.50017,171.0,3.7047918,India,West Bengal,,,Placer,,,,
21.1162,85.00022,122.0,6.0149918,India,,,,Placer,,,,
27.54898,95.99992,169.0,2.0912793,India,Assam,Iridosmine,,Placer,,,,Gold
30.83318,72.14558,144.0,2.349678,Pakistan,Punjab,,,Placer,,,,
12.31703,76.65041,757.0,2.0828786,India,,,,Placer,,,,Gold
